index,lastName,givenName,year,location,citation,acmFellowProfile,dblpProfile,googleScholarProfile,affiliation,acmInterests,authorID,citation_histogram,citations,coauthors,hindex,i10index,imageLink,interests
29,Deb,Kalyanmoy,2022,USA,"For technical contributions in evolutionary  multi-objective optimization algorithms and multi-criterion decision support
",https://awards.acm.org/award-recipients/deb_9497348,https://dblp.org/pid/21/4802,https://scholar.google.com/citations?user=paTAXiIAAAAJ,"Koenig Endowed Chair Professor, Electrical and Computer Engineering, Michigan State …",Optimization Evolutionary Computation Multiobjective optimization Machine Learning Artificial Intelligence,paTAXiIAAAAJ,"[('1998', '495'), ('1999', '733'), ('2000', '758'), ('2001', '967'), ('2002', '1493'), ('2003', '2087'), ('2004', '2591'), ('2005', '3401'), ('2006', '3671'), ('2007', '4816'), ('2008', '5626'), ('2009', '6597'), ('2010', '7228'), ('2011', '7667'), ('2012', '8182'), ('2013', '9388'), ('2014', '9723'), ('2015', '10819'), ('2016', '11149'), ('2017', '11547'), ('2018', '12316'), ('2019', '13182'), ('2020', '13101'), ('2021', '14680'), ('2022', '14851'), ('2023', '12371')]",193295.0,,136.0,617.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=paTAXiIAAAAJ&citpid=3,"['Optimization', 'Evolutionary Computation', 'Multiobjective optimization', 'Machine Learning', 'Artificial Intelligence']"
30,Toyama,Kentaro,2022,USA,For contributions to the innovation and critique of digital technology for socio-economic development and social justice,https://awards.acm.org/award-recipients/toyama_4938668,https://dblp.org/pid/24/1434,https://scholar.google.com/citations?user=JdxjEQIAAAAJ,"University of Michigan, School of Information",Global Development ICT and Development Human-Computer Interaction Multimedia Computer Vision,JdxjEQIAAAAJ,"[('1999', '101'), ('2000', '126'), ('2001', '147'), ('2002', '228'), ('2003', '249'), ('2004', '383'), ('2005', '510'), ('2006', '587'), ('2007', '710'), ('2008', '867'), ('2009', '1042'), ('2010', '1319'), ('2011', '1248'), ('2012', '1481'), ('2013', '1562'), ('2014', '1586'), ('2015', '1721'), ('2016', '1562'), ('2017', '1387'), ('2018', '1332'), ('2019', '1325'), ('2020', '1285'), ('2021', '1418'), ('2022', '1429'), ('2023', '1022')]",25159.0,,68.0,186.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JdxjEQIAAAAJ&citpid=2,"['Global Development', 'ICT and Development', 'Human-Computer Interaction', 'Multimedia', 'Computer Vision']"
31,Fu,Kevin,2022,USA,"""For contributions to computer security, and especially to the secure engineering of medical devices.""
",https://awards.acm.org/award-recipients/fu_4063954,https://dblp.org/pid/304/1941,https://scholar.google.com/citations?user=8uK6aCEAAAAJ,"Professor, Northeastern University, ECE and Khoury College of Computer Sciences",security embedded systems medical devices analog cyber security health care cybersecurity,8uK6aCEAAAAJ,"[('2002', '61'), ('2003', '62'), ('2004', '61'), ('2005', '113'), ('2006', '121'), ('2007', '161'), ('2008', '255'), ('2009', '274'), ('2010', '349'), ('2011', '460'), ('2012', '564'), ('2013', '816'), ('2014', '1015'), ('2015', '985'), ('2016', '1184'), ('2017', '1239'), ('2018', '1199'), ('2019', '1169'), ('2020', '1084'), ('2021', '1097'), ('2022', '1039'), ('2023', '744')]",14307.0,,51.0,82.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8uK6aCEAAAAJ&citpid=2,"['security', 'embedded systems', 'medical devices', 'analog cyber security', 'health care cybersecurity']"
33,Agrawala,Maneesh,2022,USA,"For contributions to visual communication through computer graphics, human-computer interaction, and information visualization",https://awards.acm.org/award-recipients/agrawala_4314621,https://dblp.org/pid/64/2431,https://scholar.google.com/citations?user=YPzKczYAAAAJ,Stanford University,Graphics Computer Graphics HCI Visualization,YPzKczYAAAAJ,"[('2001', '67'), ('2002', '78'), ('2003', '109'), ('2004', '158'), ('2005', '248'), ('2006', '407'), ('2007', '550'), ('2008', '688'), ('2009', '892'), ('2010', '1011'), ('2011', '1120'), ('2012', '1243'), ('2013', '1443'), ('2014', '1522'), ('2015', '1544'), ('2016', '1438'), ('2017', '1543'), ('2018', '1497'), ('2019', '1531'), ('2020', '1489'), ('2021', '1588'), ('2022', '1555'), ('2023', '1736')]",24246.0,,80.0,198.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=YPzKczYAAAAJ&citpid=2,"['Graphics', 'Computer Graphics', 'HCI', 'Visualization']"
35,Pollefeys,Marc,2022,Switzerland,"For contributions to geometric computer vision and applications to AR/VR/MR, robotics, and autonomous vehicles",https://awards.acm.org/award-recipients/pollefeys_C104881,https://dblp.org/pid/p/MarcPollefeys,https://scholar.google.com/citations?user=YYH0BjEAAAAJ,"Professor of Computer Science, ETH Zurich, and Director Mixed Reality and AI Lab Zurich …",Computer Vision Computer Graphics Robotics Machine Learning Augmented Reality,YYH0BjEAAAAJ,"[('1999', '192'), ('2000', '238'), ('2001', '245'), ('2002', '319'), ('2003', '408'), ('2004', '572'), ('2005', '657'), ('2006', '781'), ('2007', '890'), ('2008', '980'), ('2009', '1185'), ('2010', '1276'), ('2011', '1568'), ('2012', '1605'), ('2013', '1953'), ('2014', '2153'), ('2015', '2552'), ('2016', '2654'), ('2017', '3056'), ('2018', '3438'), ('2019', '3954'), ('2020', '4443'), ('2021', '5395'), ('2022', '5970'), ('2023', '5566')]",53042.0,,118.0,452.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=YYH0BjEAAAAJ&citpid=3,"['Computer Vision', 'Computer Graphics', 'Robotics', 'Machine Learning', 'Augmented Reality']"
36,Beaudouin-Lafon,Michel,2022,France,"For contributions to human-computer interaction, instrumental interaction and generative theory, and community leadership",https://awards.acm.org/award-recipients/beaudouin-lafon_4460754,https://dblp.org/pid/00/2489,https://scholar.google.com/citations?user=OucrYFkAAAAJ,Université Paris-Saclay,Human-Computer Interaction Computer-Supported Cooperative Work,OucrYFkAAAAJ,"[('1993', '34'), ('1994', '54'), ('1995', '67'), ('1996', '80'), ('1997', '69'), ('1998', '75'), ('1999', '82'), ('2000', '97'), ('2001', '116'), ('2002', '144'), ('2003', '139'), ('2004', '304'), ('2005', '299'), ('2006', '417'), ('2007', '419'), ('2008', '396'), ('2009', '412'), ('2010', '354'), ('2011', '429'), ('2012', '405'), ('2013', '468'), ('2014', '511'), ('2015', '561'), ('2016', '521'), ('2017', '548'), ('2018', '590'), ('2019', '511'), ('2020', '603'), ('2021', '499'), ('2022', '567'), ('2023', '470')]",10410.0,,48.0,115.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=OucrYFkAAAAJ&citpid=1,"['Human-Computer Interaction', 'Computer-Supported Cooperative Work']"
37,Chawla,Nitesh,2022,USA,"For contributions to machine learning research for imbalanced data, graphs, and interdisciplinary innovations",https://awards.acm.org/award-recipients/chawla_0295022,https://dblp.org/pid/c/NiteshVChawla,https://scholar.google.com/citations?user=hDLBEhkAAAAJ,"Frank Freimann Professor of Computer Science & Engg., Notre Dame",Data science machine learning network science,hDLBEhkAAAAJ,"[('2005', '152'), ('2006', '260'), ('2007', '285'), ('2008', '431'), ('2009', '583'), ('2010', '710'), ('2011', '972'), ('2012', '1241'), ('2013', '1530'), ('2014', '1931'), ('2015', '2252'), ('2016', '2532'), ('2017', '2987'), ('2018', '4057'), ('2019', '5433'), ('2020', '6708'), ('2021', '8262'), ('2022', '9302'), ('2023', '7485')]",57856.0,,79.0,241.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hDLBEhkAAAAJ&citpid=2,"['Data science', 'machine learning', 'network science']"
38,Boncz,Peter,2022,Netherlands,"For contributions to the design of columnar, main-memory, and vectorized database systems",https://awards.acm.org/award-recipients/boncz_UJ15638,https://dblp.org/pid/b/PeterABoncz,https://scholar.google.com/citations?user=DCIZE1kAAAAJ,"Professor, VU University Amsterdam & CWI",Database Systems Column Stores Vectorized Execution Graph/RDF querying,DCIZE1kAAAAJ,"[('1998', '36'), ('1999', '60'), ('2000', '55'), ('2001', '47'), ('2002', '60'), ('2003', '80'), ('2004', '103'), ('2005', '129'), ('2006', '161'), ('2007', '245'), ('2008', '259'), ('2009', '372'), ('2010', '383'), ('2011', '438'), ('2012', '479'), ('2013', '515'), ('2014', '624'), ('2015', '749'), ('2016', '806'), ('2017', '782'), ('2018', '977'), ('2019', '896'), ('2020', '1004'), ('2021', '1133'), ('2022', '1113'), ('2023', '955')]",12704.0,,54.0,113.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=DCIZE1kAAAAJ&citpid=2,"['Database Systems', 'Column Stores', 'Vectorized Execution', 'Graph/RDF querying']"
39,Qureshi,Moinuddin,2022,USA,For contributions to memory hierarchy design,https://awards.acm.org/award-recipients/qureshi_6889096,https://dblp.org/pid/60/6934,https://scholar.google.com/citations?user=EWU0STsAAAAJ,"Professor, Georgia Institute of Technology",Computer Architecture Memory Systems Hardware Security Quantum Computing,EWU0STsAAAAJ,"[('2007', '86'), ('2008', '150'), ('2009', '220'), ('2010', '497'), ('2011', '581'), ('2012', '686'), ('2013', '874'), ('2014', '848'), ('2015', '1019'), ('2016', '1142'), ('2017', '1104'), ('2018', '1133'), ('2019', '1099'), ('2020', '1074'), ('2021', '1146'), ('2022', '1290'), ('2023', '1042')]",14357.0,,52.0,97.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EWU0STsAAAAJ&citpid=4,"['Computer Architecture', 'Memory Systems', 'Hardware Security', 'Quantum Computing']"
41,Henkel,Joerg,2022,Germany,For contributions to hardware/software co-design of power and thermal efficient embedded computing,https://awards.acm.org/award-recipients/henkel_6636986,https://dblp.org/pid/h/JorgHenkel,https://scholar.google.com/citations?user=AmnIAhEAAAAJ,"Professor of Computer Science, Karlsruhe Institute of Technology",Embedded Systems Systems-on-Chip Dependable Systems Low Power Design Thermal Design,AmnIAhEAAAAJ,"[('1994', '66'), ('1995', '81'), ('1996', '133'), ('1997', '178'), ('1998', '156'), ('1999', '123'), ('2000', '131'), ('2001', '153'), ('2002', '230'), ('2003', '246'), ('2004', '327'), ('2005', '381'), ('2006', '373'), ('2007', '393'), ('2008', '357'), ('2009', '410'), ('2010', '371'), ('2011', '456'), ('2012', '525'), ('2013', '676'), ('2014', '837'), ('2015', '1074'), ('2016', '1191'), ('2017', '1217'), ('2018', '1477'), ('2019', '1438'), ('2020', '1364'), ('2021', '1547'), ('2022', '1359'), ('2023', '1107')]",18686.0,,64.0,370.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=AmnIAhEAAAAJ&citpid=3,"['Embedded Systems', 'Systems-on-Chip', 'Dependable Systems', 'Low Power Design', 'Thermal Design']"
42,Khuller,Samir,2022,USA,For contributions to algorithm design with real-world implications and for mentoring and community-building,https://awards.acm.org/award-recipients/khuller_3390846,https://dblp.org/pid/k/SamirKhuller,https://scholar.google.com/citations?user=6vXTtDQAAAAJ,"Barris Professor and Chair of Computer Science, Northwestern University",Algorithms,6vXTtDQAAAAJ,"[('1995', '55'), ('1996', '43'), ('1997', '107'), ('1998', '88'), ('1999', '123'), ('2000', '131'), ('2001', '190'), ('2002', '197'), ('2003', '307'), ('2004', '429'), ('2005', '607'), ('2006', '636'), ('2007', '637'), ('2008', '697'), ('2009', '664'), ('2010', '781'), ('2011', '768'), ('2012', '723'), ('2013', '756'), ('2014', '774'), ('2015', '743'), ('2016', '792'), ('2017', '751'), ('2018', '773'), ('2019', '699'), ('2020', '737'), ('2021', '759'), ('2022', '803'), ('2023', '604')]",15680.0,,56.0,123.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6vXTtDQAAAAJ&citpid=4,['Algorithms']
43,Soatto,Stefano,2022,USA,For contributions to the foundations and applications of visual geometry and visual representations learning,https://awards.acm.org/award-recipients/soatto_7972221,https://dblp.org/pid/08/1262,https://scholar.google.com/citations?user=lH1PdF8AAAAJ,"Professor of Computer Science, UCLA; VP, AWS",Computer Vision Machine Learning Artificial Intelligence Robotics Augmented Reality,lH1PdF8AAAAJ,"[('2001', '102'), ('2002', '177'), ('2003', '328'), ('2004', '491'), ('2005', '678'), ('2006', '882'), ('2007', '1100'), ('2008', '1071'), ('2009', '1157'), ('2010', '1348'), ('2011', '1396'), ('2012', '1355'), ('2013', '1497'), ('2014', '1438'), ('2015', '1570'), ('2016', '1606'), ('2017', '1533'), ('2018', '1601'), ('2019', '1736'), ('2020', '2137'), ('2021', '2669'), ('2022', '3346'), ('2023', '3001')]",33073.0,,91.0,273.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lH1PdF8AAAAJ&citpid=2,"['Computer Vision', 'Machine Learning', 'Artificial Intelligence', 'Robotics', 'Augmented Reality']"
44,Marculescu,Radu,2022,USA,"For contributions to low-power and communication-based design of embedded systems
",https://awards.acm.org/award-recipients/marculescu_4937777,https://dblp.org/pid/88/3494,https://scholar.google.com/citations?user=ZCmYP5cAAAAJ,The University of Texas at Austin,embedded systems cyber-physical systems biological systems social networks,ZCmYP5cAAAAJ,"[('1996', '56'), ('1997', '93'), ('1998', '113'), ('1999', '87'), ('2000', '70'), ('2001', '52'), ('2002', '109'), ('2003', '142'), ('2004', '246'), ('2005', '317'), ('2006', '407'), ('2007', '658'), ('2008', '678'), ('2009', '815'), ('2010', '994'), ('2011', '1158'), ('2012', '1023'), ('2013', '1113'), ('2014', '937'), ('2015', '1012'), ('2016', '961'), ('2017', '807'), ('2018', '720'), ('2019', '580'), ('2020', '611'), ('2021', '594'), ('2022', '545'), ('2023', '438')]",15642.0,,61.0,163.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ZCmYP5cAAAAJ&citpid=1,"['embedded systems', 'cyber-physical systems', 'biological systems', 'social networks']"
45,Pass,Rafael,2022,USA,"For contributions to the foundations of cryptography
",https://awards.acm.org/award-recipients/pass_0705801,https://dblp.org/pid/311/0270,https://scholar.google.com/citations?user=_7IzKZQAAAAJ,"Tel-Aviv University, Cornell Tech",theory of computation cryptography,_7IzKZQAAAAJ,"[('2005', '60'), ('2006', '70'), ('2007', '110'), ('2008', '112'), ('2009', '183'), ('2010', '202'), ('2011', '264'), ('2012', '330'), ('2013', '357'), ('2014', '404'), ('2015', '652'), ('2016', '682'), ('2017', '732'), ('2018', '868'), ('2019', '1094'), ('2020', '1279'), ('2021', '1252'), ('2022', '1265'), ('2023', '833')]",10979.0,,56.0,142.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_7IzKZQAAAAJ&citpid=7,"['theory of computation', 'cryptography']"
46,Chandra,Ranveer,2022,USA,"For contributions to software-defined wireless networking and applications to agriculture and rural broadband
",https://awards.acm.org/award-recipients/chandra_0015439,https://dblp.org/pid/99/2097,https://scholar.google.com/citations?user=Zq4ioqu5yb8C,"Managing Director, Research for Industry, GM Networking Research, Microsoft Research",Networking Wireless Food Agriculture Space,Zq4ioqu5yb8C,"[('2002', '64'), ('2003', '103'), ('2004', '144'), ('2005', '195'), ('2006', '293'), ('2007', '373'), ('2008', '517'), ('2009', '720'), ('2010', '895'), ('2011', '1028'), ('2012', '1221'), ('2013', '1473'), ('2014', '1645'), ('2015', '1778'), ('2016', '1599'), ('2017', '1783'), ('2018', '1701'), ('2019', '1509'), ('2020', '1375'), ('2021', '1215'), ('2022', '1146'), ('2023', '848')]",22339.0,,63.0,252.0,/citations/images/avatar_scholar_128.png,"['Networking', 'Wireless', 'Food', 'Agriculture', 'Space']"
47,Vidal,Rene,2022,USA,For contributions to subspace clustering and motion segmentation in computer vision,https://awards.acm.org/award-recipients/vidal_6695711,https://dblp.org/pid/v/ReneVidal,https://scholar.google.com/citations?user=uT8fgagAAAAJ,"Rachleff University Professor, University of Pennsylvania; Amazon Scholar; NORCE Chief …",Machine Learning Computer Vision Biomedical Data Science Artificial Intelligence Control Theory,uT8fgagAAAAJ,"[('2003', '146'), ('2004', '262'), ('2005', '336'), ('2006', '448'), ('2007', '501'), ('2008', '495'), ('2009', '608'), ('2010', '680'), ('2011', '822'), ('2012', '1012'), ('2013', '1365'), ('2014', '1583'), ('2015', '1818'), ('2016', '2313'), ('2017', '2445'), ('2018', '2661'), ('2019', '2796'), ('2020', '2951'), ('2021', '3188'), ('2022', '2987'), ('2023', '2326')]",32445.0,,84.0,229.0,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=uT8fgagAAAAJ&citpid=4,"['Machine Learning', 'Computer Vision', 'Biomedical Data Science', 'Artificial Intelligence', 'Control Theory']"
48,Irani,Sandy,2022,USA,For contributions to the theory of online algorithms and quantum complexity theory,https://awards.acm.org/award-recipients/irani_4469078,https://dblp.org/pid/i/SandyIrani,https://scholar.google.com/citations?user=dBhm_oIAAAAJ,"Professor of Computer Science, University of California, Irvine",online algorithms quantum computation,dBhm_oIAAAAJ,"[('1991', '16'), ('1992', '13'), ('1993', '21'), ('1994', '45'), ('1995', '27'), ('1996', '49'), ('1997', '67'), ('1998', '101'), ('1999', '172'), ('2000', '148'), ('2001', '168'), ('2002', '175'), ('2003', '217'), ('2004', '245'), ('2005', '233'), ('2006', '201'), ('2007', '282'), ('2008', '206'), ('2009', '248'), ('2010', '289'), ('2011', '265'), ('2012', '313'), ('2013', '302'), ('2014', '283'), ('2015', '269'), ('2016', '216'), ('2017', '203'), ('2018', '242'), ('2019', '148'), ('2020', '142'), ('2021', '179'), ('2022', '169'), ('2023', '127')]",5962.0,,35.0,54.0,/citations/images/avatar_scholar_128.png,"['online algorithms', 'quantum computation']"
